gene_name,gene_id,gene_type,TSS,genomic_strand,chromosome_name,fpkm_median,tpm_median,fpkm_uq_median
ZNF470,ENSG00000197016,protein_coding,57078854,+,chr19,-0.5959688603781748,0.8432603057997321,-0.3976381433691455
ZNF471,ENSG00000196263,protein_coding,57019215,+,chr19,-0.2229696147991935,1.2355432653233964,-0.0384507529496061
ZNF473,ENSG00000142528,protein_coding,50529247,+,chr19,1.0903792273953463,2.6031931005555573,1.2384811714747557
ZNF474,ENSG00000164185,protein_coding,121465234,+,chr5,-2.231752145097156,-0.7379277116015898,-1.99942303736848
ZNF479,ENSG00000185177,protein_coding,57200132,-,chr7,-7.643856189774724,-7.643856189774724,-7.643856189774724
ZNF48,ENSG00000180035,protein_coding,30406721,+,chr16,2.7212851544703707,4.219664180179821,2.899504357311923
ZNF480,ENSG00000198464,protein_coding,52800410,+,chr19,1.8465133741503368,3.28875720482085,1.978195629681652
ZNF483,ENSG00000173258,protein_coding,114287433,+,chr9,-1.3172469387694543,0.1050075247609737,-1.171693386224356
ZNF484,ENSG00000127081,protein_coding,95640300,-,chr9,-0.2019079992713639,1.308302620972327,-0.0037558918843352
ZNF485,ENSG00000198298,protein_coding,44101850,+,chr10,0.9508416375491486,2.395912806598406,1.1384868442748062
ZNF486,ENSG00000256229,protein_coding,20278012,+,chr19,1.282736320276342,2.6874862654050093,1.4606377320034558
ZNF490,ENSG00000188033,protein_coding,12721513,-,chr19,-0.3492354408830976,1.0773113714848246,-0.1486407262542903
ZNF491,ENSG00000177599,protein_coding,11909329,+,chr19,-2.072179379803793,-0.6670343374140395,-1.9083340124781871
ZNF492,ENSG00000229676,protein_coding,22817119,+,chr19,-0.7697969866335784,0.6584628611741091,-0.5935721754730187
ZNF493,ENSG00000196268,protein_coding,21579908,+,chr19,0.2524156590326503,1.7494484542597144,0.4616333265504359
ZNF496,ENSG00000162714,protein_coding,247495140,-,chr1,2.7523204284596705,4.222835466777653,2.915922390220677
ZNF497,ENSG00000174586,protein_coding,58874112,-,chr19,-0.6610907271910786,0.8315530036263371,-0.4853979735579591
ZNF500,ENSG00000103199,protein_coding,4817129,-,chr16,1.4065910899649297,2.8765071239270275,1.5866446638643823
ZNF501,ENSG00000186446,protein_coding,44771092,+,chr3,0.6767187441184331,2.1185258489356684,0.8586971900383338
ZNF502,ENSG00000196653,protein_coding,44754126,+,chr3,1.130667339815507,2.564378168565064,1.3536055913381224
ZNF503,ENSG00000165655,protein_coding,77161504,-,chr10,5.857334124765396,7.317199133375555,6.022134743465725
ZNF506,ENSG00000081665,protein_coding,19932513,-,chr19,1.8123750005659496,3.305109606859968,2.0082000138321363
ZNF507,ENSG00000168813,protein_coding,32836499,+,chr19,1.0848806535912965,2.554195893984728,1.2377472556299118
ZNF510,ENSG00000081386,protein_coding,99540335,-,chr9,0.8195046960419332,2.284691794107827,0.9826559559578476
ZNF511,ENSG00000198546,protein_coding,135122380,+,chr10,2.131457785479088,3.5975907638667675,2.288949104584587
ZNF512,ENSG00000243943,protein_coding,27805880,+,chr2,3.1705340107888715,4.655597981765792,3.373049574013409
ZNF512B,ENSG00000196700,protein_coding,62601243,-,chr20,3.4424658349766166,4.88444162870154,3.626532587600373
ZNF513,ENSG00000163795,protein_coding,27603582,-,chr2,2.675048095714509,4.119414282114013,2.839516233187204
ZNF514,ENSG00000144026,protein_coding,95831389,-,chr2,0.4565959051262123,1.9609935164901569,0.6464391856143302
ZNF516,ENSG00000101493,protein_coding,74207147,-,chr18,1.3511194519299807,2.858279452882846,1.500853030779849
ZNF517,ENSG00000197363,protein_coding,146024251,+,chr8,2.0375579354240254,3.513579174272785,2.207018225945622
ZNF518B,ENSG00000178163,protein_coding,10459009,-,chr4,0.9127265000485262,2.3268536939456026,1.137831371732459
ZNF519,ENSG00000175322,protein_coding,14132422,-,chr18,-1.504714170629036,-0.0030328451890577,-1.279283757478869
ZNF521,ENSG00000198795,protein_coding,22932080,-,chr18,0.538935408773331,1.9946521286744152,0.7744181041058127
ZNF524,ENSG00000171443,protein_coding,56111680,+,chr19,3.636183769985732,5.1382820410944605,3.79844458324051
ZNF525,ENSG00000203326,protein_coding,53868940,+,chr19,0.2859348079438724,1.7693485994778593,0.4086031793433712
ZNF526,ENSG00000167625,protein_coding,42724436,+,chr19,1.980390956061472,3.476148348745654,2.1889389071202774
ZNF527,ENSG00000189164,protein_coding,37862054,+,chr19,-0.4371348323438358,1.0899726435389523,-0.2641312709264205
ZNF528,ENSG00000167555,protein_coding,52901094,+,chr19,0.8143453349632198,2.2306334208231573,0.976656911139756
ZNF529,ENSG00000186020,protein_coding,37064145,-,chr19,1.388850793058981,2.894002834812792,1.5751670856205269
ZNF530,ENSG00000183647,protein_coding,58111241,+,chr19,-0.2548057019211985,1.2577951343833695,-0.0250302371872845
ZNF532,ENSG00000074657,protein_coding,56532100,+,chr18,2.455517922941864,3.939630927100131,2.603430510877461
ZNF534,ENSG00000198633,protein_coding,52932395,+,chr19,-5.374823043319489,-4.063710705351344,-5.23242994404826
ZNF536,ENSG00000198597,protein_coding,30863271,+,chr19,-6.687799537362322,-5.803896602285193,-6.573466861883327
ZNF540,ENSG00000171817,protein_coding,38085768,+,chr19,-2.87197061125936,-1.3989691306511904,-2.704629612046516
ZNF541,ENSG00000118156,protein_coding,48044227,-,chr19,-1.6047177958677667,-0.2159148572652431,-1.44890239384089
ZNF543,ENSG00000178229,protein_coding,57831829,+,chr19,0.4826418003085753,1.9280860201230083,0.6658475212555506
ZNF544,ENSG00000198131,protein_coding,58740266,+,chr19,1.7326165334682515,3.204485069028224,1.902459533042549
ZNF546,ENSG00000187187,protein_coding,40502938,+,chr19,-0.7641504234924367,0.6281669992863237,-0.5676819330504765
ZNF548,ENSG00000188785,protein_coding,57901208,+,chr19,0.8374588993257498,2.302816194186954,1.0415934486591822
ZNF549,ENSG00000121406,protein_coding,58038683,+,chr19,-0.2992052006262788,1.1442421972813137,-0.1357445085812597
ZNF550,ENSG00000251369,protein_coding,58071201,-,chr19,0.8418121397883287,2.364348306920093,1.0262334911597553
ZNF551,ENSG00000204519,protein_coding,58193338,+,chr19,0.95345150136626,2.432585326734451,1.1624034141097694
ZNF552,ENSG00000178935,protein_coding,58326267,-,chr19,1.380009029200678,2.8792156371656703,1.6346397313059686
ZNF554,ENSG00000172006,protein_coding,2819854,+,chr19,-0.2424646449711994,1.2414741257014414,-0.102991973551682
ZNF555,ENSG00000186300,protein_coding,2841459,+,chr19,-1.1202942337177118,0.3727292706597236,-0.9326366328803898
ZNF556,ENSG00000172000,protein_coding,2867325,+,chr19,-1.4492963037521125,-0.0034666297197792,-1.2344652536370229
ZNF557,ENSG00000130544,protein_coding,7069690,+,chr19,0.8656813143391664,2.316348516502053,1.0380146901867158
ZNF558,ENSG00000167785,protein_coding,8942962,-,chr19,1.178427826242744,2.641222311191972,1.3833310440412367
ZNF559,ENSG00000188321,protein_coding,9434841,+,chr19,0.6965280456806736,2.124923620133819,0.9240998856407416
ZNF560,ENSG00000198028,protein_coding,9609272,-,chr19,-3.010424979419093,-1.7973628738101626,-2.883635243308216
ZNF561,ENSG00000171469,protein_coding,9731872,-,chr19,2.660084341726032,4.137659260831192,2.8191367815175186
ZNF562,ENSG00000171466,protein_coding,9785743,-,chr19,1.1510145087131014,2.6384909417104554,1.321119959365393
ZNF563,ENSG00000188868,protein_coding,12444440,-,chr19,0.1420866296175268,1.623773238111409,0.3094090492401189
ZNF564,ENSG00000249709,protein_coding,12662240,-,chr19,-3.17266872938774,-1.7312063248775211,-2.966911830667813
ZNF565,ENSG00000196357,protein_coding,36705547,-,chr19,0.2018847428398572,1.7254794193768028,0.3816156248464539
ZNF566,ENSG00000186017,protein_coding,36980429,-,chr19,0.859015384799414,2.3547624448765374,1.063571969125668
ZNF567,ENSG00000189042,protein_coding,37178482,+,chr19,1.0630887120192842,2.51853513898218,1.2535657715729236
ZNF568,ENSG00000198453,protein_coding,37407212,+,chr19,0.1457426602776052,1.6251301880593592,0.3278023153765294
ZNF569,ENSG00000196437,protein_coding,37958086,-,chr19,0.2131295000074797,1.7340484028274128,0.4074071401257728
ZNF57,ENSG00000171970,protein_coding,2900917,+,chr19,-2.978236025708344,-1.5382619139795335,-2.799872345726398
ZNF570,ENSG00000171827,protein_coding,37960240,+,chr19,0.2916035580305647,1.7573219985692967,0.4912887318974425
ZNF571,ENSG00000180479,protein_coding,38085633,-,chr19,-0.3547594873547347,1.1080225625164055,-0.2139055323709568
ZNF572,ENSG00000180938,protein_coding,125985531,+,chr8,0.7842526934045799,2.3064080769825503,0.9823638976460268
ZNF573,ENSG00000189144,protein_coding,38270215,-,chr19,-1.403160245562215,0.0904469802326513,-1.1733193246821425
ZNF574,ENSG00000105732,protein_coding,42580274,+,chr19,3.401466638769864,4.890660697648909,3.605280971783482
ZNF575,ENSG00000176472,protein_coding,44037546,+,chr19,-0.0502036313767939,1.4205632457404511,0.1416943619645309
ZNF577,ENSG00000161551,protein_coding,52391147,-,chr19,-0.1926450779423959,1.2705887419720672,0.0247451901971374
ZNF578,ENSG00000258405,protein_coding,52956798,+,chr19,-0.9091465695488864,0.492929906667688,-0.7531663120894577
ZNF579,ENSG00000218891,protein_coding,56092195,-,chr19,3.882711514620551,5.349386510194655,4.041532123179907
ZNF580,ENSG00000213015,protein_coding,56152361,+,chr19,4.429060202002173,5.886345287642557,4.618174038328161
ZNF581,ENSG00000171425,protein_coding,56154958,+,chr19,4.50942349012256,5.986149223929399,4.716151363714512
ZNF582,ENSG00000018869,protein_coding,56904880,-,chr19,-0.9246727492929347,0.5517866898122243,-0.7541392981596466
ZNF583,ENSG00000198440,protein_coding,56915668,+,chr19,-1.240929409193099,0.1904252273692713,-1.0652193273029835
ZNF584,ENSG00000171574,protein_coding,58920000,+,chr19,1.4002646660085414,2.8686077546678868,1.634035597375462
ZNF585A,ENSG00000196967,protein_coding,37663572,-,chr19,-0.1924802079301156,1.2721426619641758,0.0199153677076856
ZNF585B,ENSG00000245680,protein_coding,37701396,-,chr19,1.092342768995447,2.534808661231747,1.2776277476590054
ZNF586,ENSG00000083828,protein_coding,58281014,+,chr19,1.1262460410897777,2.567788796727716,1.3022313020031184
ZNF587,ENSG00000198466,protein_coding,58331088,+,chr19,1.2958405509170356,2.7233838111414057,1.4708231631685849
ZNF589,ENSG00000164048,protein_coding,48282587,+,chr3,1.2746493101650893,2.7192929803657413,1.4244384222149116
ZNF592,ENSG00000166716,protein_coding,85291785,+,chr15,2.913435182282736,4.45480759211185,3.109310406908844
ZNF593,ENSG00000142684,protein_coding,26496382,+,chr1,-7.643856189774724,-7.643856189774724,-7.643856189774724
ZNF594,ENSG00000180626,protein_coding,5095126,-,chr17,-0.1224913113285054,1.350780100734856,0.0432044985651675
ZNF596,ENSG00000172748,protein_coding,182424,+,chr8,-0.8267446169790277,0.6241476966277903,-0.6757654377294687
ZNF597,ENSG00000167981,protein_coding,3493446,-,chr16,-0.0371178723571338,1.3586775713152304,0.1640138885250567
ZNF598,ENSG00000167962,protein_coding,2059797,-,chr16,3.422179167774186,4.897526031555719,3.558598264809211
ZNF599,ENSG00000153896,protein_coding,35264089,-,chr19,0.597125899367662,2.0964305399970216,0.7957669477823923
ZNF600,ENSG00000189190,protein_coding,53289995,-,chr19,0.6046406961846594,2.0146766496433246,0.8022345839484912
ZNF605,ENSG00000196458,protein_coding,133532864,-,chr12,0.7416611304271579,2.2402532615845048,0.8932068651148695
ZNF606,ENSG00000166704,protein_coding,58514129,-,chr19,0.8292812979975313,2.314174451089644,1.011996487668025
ZNF607,ENSG00000198182,protein_coding,38210622,-,chr19,1.328491830304848,2.805333733838247,1.5391339903346757
ZNF608,ENSG00000168916,protein_coding,124082322,-,chr5,2.1167972341956647,3.5647439789142044,2.2687038631237644
ZNF609,ENSG00000180357,protein_coding,64752747,+,chr15,2.3855138689806243,3.836116016707905,2.5514914085474945
ZNF610,ENSG00000167554,protein_coding,52839515,+,chr19,1.328606717427416,2.8308029250388853,1.4987614656718522
ZNF611,ENSG00000213020,protein_coding,53238260,-,chr19,0.6572741407435826,2.116564377803312,0.821791836207556
ZNF613,ENSG00000176024,protein_coding,52430697,+,chr19,0.3792882499719285,1.851759034074375,0.5509991387638637
ZNF614,ENSG00000142556,protein_coding,52531600,-,chr19,1.454965473634712,2.968127625568686,1.664619366558266
ZNF615,ENSG00000197619,protein_coding,52511437,-,chr19,0.6463470153513448,2.160726611459536,0.8546340431338817
ZNF616,ENSG00000204611,protein_coding,52643169,-,chr19,1.0529027389643115,2.526995245336413,1.264055953065809
ZNF618,ENSG00000157657,protein_coding,116638565,+,chr9,2.677395483263461,4.168778404868082,2.803619693679946
ZNF619,ENSG00000177873,protein_coding,40518599,+,chr3,0.8069426645777623,2.2786984816683247,0.9753367020625734
ZNF620,ENSG00000177842,protein_coding,40547564,+,chr3,0.5925407560019537,2.038857550020362,0.8021518487489911
ZNF621,ENSG00000172888,protein_coding,40566428,+,chr3,1.1635631368738988,2.654779216959517,1.3288938952138387
ZNF622,ENSG00000173545,protein_coding,16465902,-,chr5,4.062985135861326,5.540997462967748,4.239398041566555
ZNF623,ENSG00000183309,protein_coding,144718171,+,chr8,2.932703738279525,4.404739665562345,3.112466614075984
ZNF624,ENSG00000197566,protein_coding,16557128,-,chr17,-0.7843835229227877,0.6986629998858844,-0.595750815332662
ZNF626,ENSG00000188171,protein_coding,20844368,-,chr19,1.2869993966338398,2.712397685148521,1.4606377320034558
ZNF627,ENSG00000198551,protein_coding,11708259,+,chr19,2.880665936600768,4.395199931311882,3.064762162200235
ZNF628,ENSG00000197483,protein_coding,55987963,+,chr19,2.787620520848457,4.2412529207248095,2.941613419286828
ZNF629,ENSG00000102870,protein_coding,30798492,-,chr16,3.140811369585155,4.665347288135761,3.299918656893073
ZNF630,ENSG00000221994,protein_coding,47930980,-,chrX,-0.1513620380952937,1.290011472114838,-0.0025991910479572
ZNF638,ENSG00000075292,protein_coding,71558882,+,chr2,2.25368678273227,3.689623450878156,2.411046539173177
ZNF639,ENSG00000121864,protein_coding,179040767,+,chr3,2.845891440678032,4.311655688966785,3.0305126520252874
ZNF641,ENSG00000167528,protein_coding,48744642,-,chr12,1.8462726575133672,3.3119680510317164,2.034990392345118
ZNF644,ENSG00000122482,protein_coding,91487553,-,chr1,2.6730136152896087,4.1199537175055685,2.865305192356248
ZNF646,ENSG00000167395,protein_coding,31085714,+,chr16,1.9940365749186664,3.472110801890828,2.153740494395352
ZNF648,ENSG00000179930,protein_coding,182030842,-,chr1,-4.054092702789748,-2.793856930308627,-3.859352206845158
ZNF649,ENSG00000198093,protein_coding,52408257,-,chr19,1.4783506008003486,2.9548104884917743,1.6663021281730948
ZNF652,ENSG00000198740,protein_coding,47439437,-,chr17,1.6452866338722605,3.0780974230266613,1.8073961413270712
ZNF653,ENSG00000161914,protein_coding,11616645,-,chr19,1.3705548994253869,2.826314586491815,1.5797111630216287
ZNF654,ENSG00000175105,protein_coding,88188311,+,chr3,1.08399621153056,2.568372667110737,1.287767777975377
ZNF655,ENSG00000197343,protein_coding,99156249,+,chr7,2.347552276990064,3.7626358376886015,2.529246252236685
ZNF660,ENSG00000144792,protein_coding,44626446,+,chr3,-0.364570628928182,1.131457785479088,-0.1338437243262098
ZNF662,ENSG00000182983,protein_coding,42947600,+,chr3,0.293017272049508,1.679874147746623,0.479127064306052
ZNF664,ENSG00000179195,protein_coding,124457746,+,chr12,4.879573447829739,6.391472168120346,5.071076162010959
ZNF665,ENSG00000197497,protein_coding,53696587,-,chr19,-0.8619719552332388,0.6202110263241136,-0.6852454777188784
ZNF667,ENSG00000198046,protein_coding,56988677,-,chr19,0.0896337361068952,1.5204976815891744,0.2615909889641249
ZNF668,ENSG00000167394,protein_coding,31085514,-,chr16,0.5684213123114795,2.056375432343569,0.74553853454927
ZNF669,ENSG00000188295,protein_coding,247267618,-,chr1,1.5137939070869866,2.923035053740205,1.631150857725145
ZNF671,ENSG00000083814,protein_coding,58238958,-,chr19,0.4002100070818306,1.8881490040158464,0.5533605033353274
ZNF672,ENSG00000171161,protein_coding,249132410,+,chr1,3.964398632203185,5.410815954285059,4.133842963304375
ZNF674,ENSG00000251192,protein_coding,46404811,-,chrX,-1.0661252582846443,0.3861487547343566,-0.9072513144604764
ZNF675,ENSG00000197372,protein_coding,23869970,-,chr19,0.9838965446022953,2.444402036063007,1.1666511809498017
ZNF677,ENSG00000197928,protein_coding,53758094,-,chr19,0.6303122711178805,2.107152198634911,0.8472753786374906
ZNF678,ENSG00000181450,protein_coding,227751231,+,chr1,0.0422240737629845,1.5339121442265795,0.2364620038381036
ZNF679,ENSG00000197123,protein_coding,63709325,+,chr7,-5.237863830098888,-3.787866492466244,-5.210896782498619
ZNF680,ENSG00000173041,protein_coding,64023441,-,chr7,1.424922088210688,2.876939256743944,1.5861161953375265
ZNF681,ENSG00000196172,protein_coding,23941680,-,chr19,0.5253673310656921,2.0375579354240254,0.7007060372584017
ZNF682,ENSG00000197124,protein_coding,20150301,-,chr19,0.1919415926214797,1.608809242675524,0.3660283991571193
ZNF683,ENSG00000176083,protein_coding,26697243,-,chr1,-0.7211825969252785,0.7480317955724114,-0.4719288354212646
ZNF684,ENSG00000117010,protein_coding,40997285,+,chr1,0.4646682670034442,1.9268344213655568,0.6073895000243984
ZNF687,ENSG00000143373,protein_coding,151254738,+,chr1,3.900383816666935,5.397587362765913,4.078643989004222
ZNF688,ENSG00000229809,protein_coding,30583017,-,chr16,2.109895410901488,3.5915956482024955,2.285964390462116
ZNF689,ENSG00000156853,protein_coding,30621663,-,chr16,1.931985556414248,3.41895900034319,2.096666668580179
ZNF69,ENSG00000198429,protein_coding,11998584,+,chr19,-0.2029039917450878,1.2319238732937634,-0.0146453038273556
ZNF691,ENSG00000164011,protein_coding,43312258,+,chr1,3.2829883103487,4.776735686999213,3.4908139817740893
ZNF692,ENSG00000171163,protein_coding,249153268,-,chr1,3.0492996765257647,4.520390816919545,3.23892439810888
ZNF696,ENSG00000185730,protein_coding,144373550,+,chr8,1.507109593781773,3.003602236680196,1.6624789704232517
ZNF697,ENSG00000143067,protein_coding,120190786,-,chr1,-0.3815733833540692,1.0081282861347594,-0.2182626121216658
ZNF7,ENSG00000147789,protein_coding,146052918,+,chr8,1.6592395722183195,3.132659092038116,1.8317556606440315
ZNF70,ENSG00000187792,protein_coding,24093267,-,chr22,0.0487941802608049,1.4960532339747192,0.2031384971908485
ZNF700,ENSG00000196757,protein_coding,12035913,+,chr19,1.29490007171757,2.7244319957599523,1.4747734763121334
ZNF701,ENSG00000167562,protein_coding,53073532,+,chr19,0.2012574568432411,1.6967505842118482,0.3382247199890129
ZNF703,ENSG00000183779,protein_coding,37553292,+,chr8,4.321379766582847,5.763390326963901,4.580199765406261
ZNF704,ENSG00000164684,protein_coding,81786067,-,chr8,2.0401559949460166,3.4357752561484114,2.2201132247537902
