gene,gene_name,gene_id,gene_type,TSS,genomic_strand,chromosome_name,fpkm_median,tpm_median,fpkm_uq_median
ENSG00000148175,STOM,ENSG00000148175.13,protein_coding,124132513,-,chr9,4.514993296582865,5.9676412802261645,4.71395969833784
ENSG00000067221,STOML1,ENSG00000067221.14,protein_coding,74284558,-,chr15,-0.0118788695359793,1.4090921824689646,0.1637563333979086
ENSG00000165283,STOML2,ENSG00000165283.16,protein_coding,35103105,-,chr9,5.987875641956428,7.523016922108838,6.154603460559491
ENSG00000133115,STOML3,ENSG00000133115.12,protein_coding,39564962,-,chr13,-3.950090477556942,-2.571750389294305,-3.773984783597012
ENSG00000243244,STON1,ENSG00000243244.7,protein_coding,48757278,+,chr2,1.1194225826478843,2.5509499025458875,1.3201958212661251
ENSG00000068781,STON1-GTF2A1L,ENSG00000068781.21,protein_coding,48796120,+,chr2,-6.299027692777284,-5.184424571137428,-6.20024953829911
ENSG00000140022,STON2,ENSG00000140022.13,protein_coding,81790486,-,chr14,2.596100283910149,4.08116916664464,2.789458003383018
ENSG00000165730,STOX1,ENSG00000165730.16,protein_coding,70587279,+,chr10,0.9034239658887392,2.3605890216529155,1.0433445048771692
ENSG00000173320,STOX2,ENSG00000173320.12,protein_coding,184826418,+,chr4,-0.2840187968116027,1.2219389316286238,-0.1162228024837935
ENSG00000137868,STRA6,ENSG00000137868.19,protein_coding,74495084,-,chr15,1.582459659560762,2.998069103807941,1.7410138820467032
ENSG00000082146,STRADB,ENSG00000082146.13,protein_coding,202316434,+,chr2,2.21998936434798,3.691947261471765,2.4034858827874546
ENSG00000023734,STRAP,ENSG00000023734.11,protein_coding,16035307,+,chr12,5.728712358422498,7.2069586618333,5.92221450210184
ENSG00000165209,STRBP,ENSG00000165209.19,protein_coding,126030817,-,chr9,2.418999465431266,3.871124092471317,2.633524209455831
ENSG00000115808,STRN,ENSG00000115808.12,protein_coding,37193648,-,chr2,1.5419608115869865,3.014212444812105,1.7176051432607746
ENSG00000196792,STRN3,ENSG00000196792.12,protein_coding,31495569,-,chr14,2.3474388887681417,3.780100084479952,2.50573852431676
ENSG00000090372,STRN4,ENSG00000090372.15,protein_coding,47249679,-,chr19,3.927716342579883,5.355210123915178,4.0911412634229
ENSG00000101846,STS,ENSG00000101846.8,protein_coding,7065277,+,chrX,0.2356045327632989,1.7460547352969409,0.4763298377571377
ENSG00000134910,STT3A,ENSG00000134910.14,protein_coding,125462725,+,chr11,4.292870074791839,5.788834461297342,4.485613592563751
ENSG00000163527,STT3B,ENSG00000163527.10,protein_coding,31574393,+,chr3,4.862133953577224,6.338046397704679,5.059740302585801
ENSG00000103266,STUB1,ENSG00000103266.11,protein_coding,730379,+,chr16,3.852927697579384,5.361838527705001,4.05621066836881
ENSG00000104915,STX10,ENSG00000104915.15,protein_coding,13261090,-,chr19,4.561900411526793,6.017576777626879,4.78547208540816
ENSG00000135604,STX11,ENSG00000135604.10,protein_coding,144471643,+,chr6,-0.9023892033735776,0.523762664883281,-0.704629612046516
ENSG00000117758,STX12,ENSG00000117758.14,protein_coding,28099700,+,chr1,3.1845024745662616,4.661538697399585,3.356214252599299
ENSG00000136874,STX17,ENSG00000136874.11,protein_coding,102668928,+,chr9,1.69122147266692,3.1857555645011804,1.927100002760009
ENSG00000168818,STX18,ENSG00000168818.10,protein_coding,4543700,-,chr4,2.8219550647013536,4.3363976562135385,2.9975633956548777
ENSG00000178750,STX19,ENSG00000178750.3,protein_coding,93747425,-,chr3,0.8781367666269474,2.325760568762627,1.0605316604283272
ENSG00000106089,STX1A,ENSG00000106089.12,protein_coding,73133959,-,chr7,1.2080177548958924,2.641384179219393,1.4004832810092835
ENSG00000099365,STX1B,ENSG00000099365.11,protein_coding,31021921,-,chr16,-1.743230857238659,-0.2724715762167679,-1.5137490111158916
ENSG00000111450,STX2,ENSG00000111450.14,protein_coding,131323754,-,chr12,1.1453513855726198,2.56900492681818,1.3443172152544591
ENSG00000166900,STX3,ENSG00000166900.17,protein_coding,59522837,+,chr11,2.4174879985136664,3.898421209313093,2.6484654430273142
ENSG00000103496,STX4,ENSG00000103496.15,protein_coding,31044835,+,chr16,3.0237166570287317,4.466581443763102,3.1857555645011804
ENSG00000162236,STX5,ENSG00000162236.13,protein_coding,62599505,-,chr11,4.501120634275387,5.969210365078954,4.679260511647235
ENSG00000135823,STX6,ENSG00000135823.14,protein_coding,180991978,-,chr1,2.7065968564165948,4.16035551679442,2.8846174563356737
ENSG00000079950,STX7,ENSG00000079950.14,protein_coding,132834184,-,chr6,1.380009029200678,2.8583391370253968,1.5335135133282087
ENSG00000170310,STX8,ENSG00000170310.15,protein_coding,9479128,-,chr17,2.485993488920748,3.9701358086039114,2.6413610563273644
ENSG00000136854,STXBP1,ENSG00000136854.24,protein_coding,130374537,+,chr9,2.246742498337214,3.728116430012233,2.4325318787381165
ENSG00000076944,STXBP2,ENSG00000076944.16,protein_coding,7701985,+,chr19,3.0881755262687416,4.550303521377844,3.272680167625931
ENSG00000116266,STXBP3,ENSG00000116266.11,protein_coding,109289279,+,chr1,2.819831652426537,4.280288244802731,3.006603228897807
ENSG00000166263,STXBP4,ENSG00000166263.13,protein_coding,53046096,+,chr17,-1.402778731599688,0.0772429989324603,-1.1952855637691946
ENSG00000164506,STXBP5,ENSG00000164506.14,protein_coding,147524814,+,chr6,0.4493236569907796,1.8652853937458616,0.600460070116482
ENSG00000145087,STXBP5L,ENSG00000145087.13,protein_coding,120627034,+,chr3,-5.310432456049533,-4.046921047387492,-5.148161027150656
ENSG00000168952,STXBP6,ENSG00000168952.15,protein_coding,25519205,-,chr14,1.558855369686171,3.0253123430460693,1.7289653494690416
ENSG00000060140,STYK1,ENSG00000060140.9,protein_coding,10826612,-,chr12,-0.5378429521526055,0.8731044701240976,-0.3891109921455116
ENSG00000198252,STYX,ENSG00000198252.12,protein_coding,53196872,+,chr14,2.102019778148846,3.5593204906447826,2.306378910710963
ENSG00000127952,STYXL1,ENSG00000127952.17,protein_coding,75677251,-,chr7,4.437500748976364,5.9000407946489615,4.618414869797683
ENSG00000113387,SUB1,ENSG00000113387.12,protein_coding,32585655,+,chr5,4.542289008555792,6.035476553779123,4.721990512522366
ENSG00000136143,SUCLA2,ENSG00000136143.16,protein_coding,48575401,-,chr13,1.957988866736314,3.420778806615065,2.139273018423077
ENSG00000163541,SUCLG1,ENSG00000163541.12,protein_coding,84686356,-,chr2,4.437347603351476,5.9199549800038085,4.607365825805855
ENSG00000172340,SUCLG2,ENSG00000172340.15,protein_coding,67705006,-,chr3,4.269856026125456,5.732046644726557,4.42784079276653
ENSG00000198829,SUCNR1,ENSG00000198829.6,protein_coding,151591422,+,chr3,-1.5274082542630674,-0.0794780212096609,-1.302226180444814
ENSG00000111707,SUDS3,ENSG00000111707.12,protein_coding,118814344,+,chr12,3.5556934716957005,5.029466137670758,3.714036655265989
ENSG00000107882,SUFU,ENSG00000107882.12,protein_coding,104263713,+,chr10,2.2879154967120936,3.7670297068354346,2.497382435736466
ENSG00000105705,SUGP1,ENSG00000105705.16,protein_coding,19431298,-,chr19,2.933100474931367,4.406312166995306,3.112132950389569
ENSG00000064607,SUGP2,ENSG00000064607.17,protein_coding,19144289,-,chr19,3.205470714200691,4.671751927143397,3.368391215909079
ENSG00000165416,SUGT1,ENSG00000165416.15,protein_coding,53226963,+,chr13,1.4851691800509057,2.9715343574590487,1.708849377105179
ENSG00000137573,SULF1,ENSG00000137573.14,protein_coding,70405073,+,chr8,3.313347446452643,4.762981251468314,3.512378608075546
ENSG00000196562,SULF2,ENSG00000196562.14,protein_coding,46414183,-,chr20,2.673443355684833,4.122241999298359,2.8807051136555133
ENSG00000196502,SULT1A1,ENSG00000196502.12,protein_coding,28621312,-,chr16,0.2218152278737022,1.722597172604529,0.4385057797827492
ENSG00000197165,SULT1A2,ENSG00000197165.11,protein_coding,28608364,-,chr16,-2.736965594166206,-1.3378856687903389,-2.596841370257136
ENSG00000173597,SULT1B1,ENSG00000173597.9,protein_coding,70626247,-,chr4,-4.886832943267265,-3.54456098543695,-4.768076126706237
ENSG00000198203,SULT1C2,ENSG00000198203.10,protein_coding,108905325,+,chr2,-0.3470317311253553,1.1361913862871442,-0.1816402351769606
ENSG00000198075,SULT1C4,ENSG00000198075.10,protein_coding,108994403,+,chr2,0.4405270318758519,1.917202586421992,0.6654837325526486
ENSG00000109193,SULT1E1,ENSG00000109193.12,protein_coding,70725856,-,chr4,-5.710283551513701,-4.473931188332412,-5.566613190842264
ENSG00000105398,SULT2A1,ENSG00000105398.4,protein_coding,48389565,-,chr19,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000088002,SULT2B1,ENSG00000088002.12,protein_coding,49055416,+,chr19,-0.4165771953064041,1.0127831846982895,-0.2453689997557579
ENSG00000130540,SULT4A1,ENSG00000130540.14,protein_coding,44258280,-,chr22,-0.2636115992965395,1.2207014165065202,-0.0733932587486835
ENSG00000144455,SUMF1,ENSG00000144455.14,protein_coding,4508925,-,chr3,2.8616378172243366,4.321184915556197,3.043116987720062
ENSG00000129103,SUMF2,ENSG00000129103.19,protein_coding,56131942,+,chr7,4.965456467107313,6.459707015948924,5.13808130576656
ENSG00000116030,SUMO1,ENSG00000116030.17,protein_coding,203103281,-,chr2,5.8003667158848575,7.314956586057788,5.962405579146014
ENSG00000188612,SUMO2,ENSG00000188612.12,protein_coding,73179046,-,chr17,5.798861867361008,7.25620302626264,5.959376049077956
ENSG00000184900,SUMO3,ENSG00000184900.16,protein_coding,46237959,-,chr21,5.940105657868366,7.408569214637384,6.148704344772407
ENSG00000177688,SUMO4,ENSG00000177688.7,protein_coding,149721396,+,chr6,-2.601211852366231,-1.1090475285429775,-2.415037499278844
ENSG00000164828,SUN1,ENSG00000164828.18,protein_coding,856246,+,chr7,3.1364539092686514,4.622415010660763,3.306626805226693
ENSG00000100242,SUN2,ENSG00000100242.15,protein_coding,39151995,-,chr22,2.5058909297299574,4.001351892999959,2.6943230601253867
ENSG00000164744,SUN3,ENSG00000164744.13,protein_coding,48039832,-,chr7,-4.42352623489517,-3.1015981400078068,-4.2570452433025086
ENSG00000167098,SUN5,ENSG00000167098.12,protein_coding,31592226,-,chr20,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000139531,SUOX,ENSG00000139531.13,protein_coding,56391036,+,chr12,2.567642792203069,4.055039434819987,2.7750926941191043
ENSG00000092201,SUPT16H,ENSG00000092201.10,protein_coding,21852148,-,chr14,4.103531209877993,5.565612406929239,4.292641889358116
ENSG00000196284,SUPT3H,ENSG00000196284.17,protein_coding,45345597,-,chr6,0.5438917659941854,1.950505740835184,0.7139596983378401
ENSG00000213246,SUPT4H1,ENSG00000213246.7,protein_coding,56429500,-,chr17,-5.339345147964772,-4.080698059371917,-5.1791879227712805
ENSG00000196235,SUPT5H,ENSG00000196235.14,protein_coding,39936207,+,chr19,4.236936456268479,5.746237512113398,4.467122940860116
ENSG00000109111,SUPT6H,ENSG00000109111.15,protein_coding,26989201,+,chr17,3.1186753432667578,4.618626298433639,3.285742506788229
ENSG00000119760,SUPT7L,ENSG00000119760.16,protein_coding,27886460,-,chr2,3.226477702662216,4.653025612202099,3.4132149460607684
ENSG00000156502,SUPV3L1,ENSG00000156502.14,protein_coding,70939983,+,chr10,3.1137671656022485,4.59272611591164,3.2990394651207864
ENSG00000148290,SURF1,ENSG00000148290.10,protein_coding,136223324,-,chr9,4.104806298030626,5.529892767221356,4.2448946682545285
ENSG00000148291,SURF2,ENSG00000148291.10,protein_coding,136223414,+,chr9,3.695993813109901,5.167887760715366,3.926265153694165
ENSG00000148248,SURF4,ENSG00000148248.14,protein_coding,136242909,-,chr9,6.1596897273710125,7.637610246225288,6.314504395182071
ENSG00000148296,SURF6,ENSG00000148296.7,protein_coding,136203006,-,chr9,2.765852952821104,4.250249142751464,2.96230839945125
ENSG00000106868,SUSD1,ENSG00000106868.17,protein_coding,114937563,-,chr9,0.8377010909338654,2.2771516106774925,1.022332300098056
ENSG00000099994,SUSD2,ENSG00000099994.11,protein_coding,24577444,+,chr22,3.091784447200433,4.556907577650566,3.275185882907932
ENSG00000157303,SUSD3,ENSG00000157303.11,protein_coding,95820966,+,chr9,4.7880435579892735,6.254087559714179,4.9175654204789945
ENSG00000173705,SUSD5,ENSG00000173705.9,protein_coding,33260283,-,chr3,-0.8341845118676645,0.6468999486219479,-0.6248215204103876
ENSG00000101945,SUV39H1,ENSG00000101945.17,protein_coding,48555110,+,chrX,2.2011319669078877,3.658759888304771,2.372478548856187
ENSG00000152455,SUV39H2,ENSG00000152455.16,protein_coding,14920843,+,chr10,1.9291850142839235,3.3111979200560677,2.070870146106443
ENSG00000178691,SUZ12,ENSG00000178691.11,protein_coding,30264014,+,chr17,2.4467326376565746,3.910838174304101,2.610841773744415
ENSG00000159164,SV2A,ENSG00000159164.10,protein_coding,149889382,-,chr1,0.8007446239367776,2.253414493348568,0.9625120065395022
ENSG00000185518,SV2B,ENSG00000185518.12,protein_coding,91643442,+,chr15,-5.673002535434241,-4.4081291299366665,-5.499809820158018
ENSG00000122012,SV2C,ENSG00000122012.14,protein_coding,75379186,+,chr5,-3.0338648945620466,-1.6179414910239318,-2.888968687611256
ENSG00000165124,SVEP1,ENSG00000165124.18,protein_coding,113341985,-,chr9,-1.3785693322095522,0.0543622884496891,-1.2095615718147992
ENSG00000197321,SVIL,ENSG00000197321.15,protein_coding,29923893,-,chr10,2.157852169141737,3.638687865827805,2.3181722030030274
ENSG00000198168,SVIP,ENSG00000198168.9,protein_coding,22851367,-,chr11,2.6074131738544613,4.08940492857537,2.7749240761851945
ENSG00000166111,SVOP,ENSG00000166111.10,protein_coding,109458745,-,chr12,-5.787866492466244,-4.549620119928959,-5.580353247468567
ENSG00000157703,SVOPL,ENSG00000157703.16,protein_coding,138310746,-,chr7,-1.1909972250609135,0.26207228839841,-0.9782360257083432
ENSG00000133789,SWAP70,ENSG00000133789.15,protein_coding,9685604,+,chr11,2.10929368902294,3.531057012611067,2.272799586137786
ENSG00000175854,SWI5,ENSG00000175854.14,protein_coding,131038514,+,chr9,2.968920178454636,4.514349537766256,3.168144579405803
ENSG00000173928,SWSAP1,ENSG00000173928.4,protein_coding,11485333,+,chr19,1.2450696671917345,2.7094891580786773,1.4518045557204926
ENSG00000116668,SWT1,ENSG00000116668.13,protein_coding,185126385,+,chr1,0.9156356234303132,2.4075702947814053,1.1145669226556043
ENSG00000169895,SYAP1,ENSG00000169895.6,protein_coding,16737718,+,chrX,3.3838977906883296,4.891001094688574,3.569916352106494
ENSG00000147642,SYBU,ENSG00000147642.17,protein_coding,110656995,-,chr8,1.061292338478294,2.5214276985477246,1.306495572259637
ENSG00000171772,SYCE1,ENSG00000171772.17,protein_coding,135379045,-,chr10,-6.573466861883327,-5.643856189774724,-6.50635266602479
ENSG00000205078,SYCE1L,ENSG00000205078.6,protein_coding,77246202,+,chr16,0.6479131095439641,2.0965992072142465,0.8100728708733246
ENSG00000161860,SYCE2,ENSG00000161860.8,protein_coding,13030071,-,chr19,0.2987756030765418,1.711891317996611,0.4850145696904
ENSG00000217442,SYCE3,ENSG00000217442.4,protein_coding,51001332,-,chr22,-0.0702090022814026,1.4295356262781966,0.1311943517084501
ENSG00000179751,SYCN,ENSG00000179751.7,protein_coding,39694894,-,chr19,-7.643856189774724,-7.643856189774724,-7.643856189774724
ENSG00000198765,SYCP1,ENSG00000198765.12,protein_coding,115397479,+,chr1,-6.717856771218502,-5.912672948202524,-6.573466861883327
ENSG00000196074,SYCP2,ENSG00000196074.13,protein_coding,58508681,-,chr20,-1.7264244343846202,-0.1606853365448509,-1.5812163614882615
ENSG00000153157,SYCP2L,ENSG00000153157.13,protein_coding,10748019,+,chr6,-4.070966521354144,-2.7169079418249527,-3.893249684939133
ENSG00000139351,SYCP3,ENSG00000139351.15,protein_coding,102133233,-,chr12,-4.163591067720263,-2.628608416075788,-3.98850436116217
ENSG00000105137,SYDE1,ENSG00000105137.13,protein_coding,15218180,+,chr19,2.380923346096864,3.85025936133739,2.561252808285924
ENSG00000097096,SYDE2,ENSG00000097096.9,protein_coding,85666688,-,chr1,-0.5418280104074104,0.8889282915845642,-0.4008726736650301
ENSG00000117614,SYF2,ENSG00000117614.10,protein_coding,25558984,-,chr1,3.942345594568751,5.3771654047853055,4.107930529625916
ENSG00000165025,SYK,ENSG00000165025.15,protein_coding,93564039,+,chr9,3.7961408698098,5.286552217212839,4.025356642474047
ENSG00000125755,SYMPK,ENSG00000125755.19,protein_coding,46366392,-,chr19,3.1489666339237745,4.625685467563039,3.340191934518835
ENSG00000008056,SYN1,ENSG00000008056.14,protein_coding,47479246,-,chrX,0.1613072637209347,1.611314045269154,0.3764015265935978
ENSG00000185666,SYN3,ENSG00000185666.15,protein_coding,33454354,-,chr22,-4.307572801910292,-2.888968687611256,-4.132894270497346
ENSG00000162520,SYNC,ENSG00000162520.15,protein_coding,33168336,-,chr1,-1.7192811863819897,-0.2135709167969438,-1.5585165204173552
ENSG00000135316,SYNCRIP,ENSG00000135316.19,protein_coding,86352982,-,chr6,3.756735105559706,5.21665662656609,3.9443899622700926
ENSG00000101463,SYNDIG1,ENSG00000101463.6,protein_coding,24450259,+,chr20,2.850859417513225,4.34386259042984,3.1069177801553565
ENSG00000183379,SYNDIG1L,ENSG00000183379.9,protein_coding,74892878,-,chr14,-3.2556666526186406,-1.8054085972262663,-3.112786697048771
ENSG00000054654,SYNE2,ENSG00000054654.19,protein_coding,64319669,+,chr14,1.0071955014042038,2.515989924841916,1.2254600371179754
ENSG00000100321,SYNGR1,ENSG00000100321.15,protein_coding,39745939,+,chr22,1.027437182706851,2.5223068928713888,1.3097582714246352
ENSG00000108639,SYNGR2,ENSG00000108639.8,protein_coding,76164646,+,chr17,6.1063169088845095,7.577691661618249,6.241502727316943
ENSG00000127561,SYNGR3,ENSG00000127561.15,protein_coding,2039950,+,chr16,0.4871776083891478,1.9075829230828407,0.6146627349365761
ENSG00000105467,SYNGR4,ENSG00000105467.9,protein_coding,48867699,+,chr19,-2.124691739968656,-0.6592668394122684,-1.926865295369785
ENSG00000159082,SYNJ1,ENSG00000159082.18,protein_coding,34100200,-,chr21,-0.0968074392029252,1.3940201716873757,0.0871912495626227
ENSG00000078269,SYNJ2,ENSG00000078269.15,protein_coding,158402860,+,chr6,0.7497487788644959,2.204172024926642,0.9088897469737208
ENSG00000213463,SYNJ2BP,ENSG00000213463.5,protein_coding,70883708,-,chr14,1.941406841109145,3.42799495084098,2.129019185729329
ENSG00000182253,SYNM,ENSG00000182253.15,protein_coding,99645277,+,chr15,-1.1456053222468994,0.2458607018403533,-0.987645869592126
ENSG00000171992,SYNPO,ENSG00000171992.13,protein_coding,150004188,+,chr5,3.580531438155188,5.095472979873737,3.731704603394735
ENSG00000172403,SYNPO2,ENSG00000172403.11,protein_coding,119948490,+,chr4,-0.8520421186128986,0.6433944534798921,-0.6668052836641118
ENSG00000166317,SYNPO2L,ENSG00000166317.12,protein_coding,75415742,-,chr10,-2.718806225047366,-1.3342434173206017,-2.5504650365217114
ENSG00000163630,SYNPR,ENSG00000163630.11,protein_coding,63263953,+,chr3,-5.493296513199343,-4.202903991745088,-5.356975041986564
ENSG00000102003,SYP,ENSG00000102003.11,protein_coding,49056640,-,chrX,-1.559366664838473,-0.1134108350818184,-1.3477659270907627
ENSG00000008282,SYPL1,ENSG00000008282.9,protein_coding,105752651,-,chr7,5.541945328753803,6.979429768503156,5.709301665459796
ENSG00000143028,SYPL2,ENSG00000143028.9,protein_coding,110009150,+,chr1,-3.061300186760664,-1.5864059175908247,-2.9456377115503107
