<<<<<<< HEAD
,gene_name,gene_stable_id,gene_id,gene_type,TSS,genomic_strand,chromosome_name
11271,RNF8,ENSG00000112130,ENSG00000112130.17,protein_coding,37354039,+,chr6
11272,RNFT1,ENSG00000189050,ENSG00000189050.16,protein_coding,59964774,-,chr17
11273,RNFT2,ENSG00000135119,ENSG00000135119.15,protein_coding,116738330,+,chr12
11274,RNGTT,ENSG00000111880,ENSG00000111880.16,protein_coding,88963630,-,chr6
11275,RNH1,ENSG00000023191,ENSG00000023191.17,protein_coding,507269,-,chr11
11276,RNLS,ENSG00000184719,ENSG00000184719.12,protein_coding,88583331,-,chr10
11277,RNMT,ENSG00000101654,ENSG00000101654.18,protein_coding,13726719,+,chr18
11278,RNPC3,ENSG00000185946,ENSG00000185946.16,protein_coding,103525730,+,chr1
11279,RNPEP,ENSG00000176393,ENSG00000176393.11,protein_coding,201982666,+,chr1
11280,RNPEPL1,ENSG00000142327,ENSG00000142327.13,protein_coding,240568524,+,chr2
11281,RNPS1,ENSG00000205937,ENSG00000205937.12,protein_coding,2268146,-,chr16
11282,ROBO1,ENSG00000169855,ENSG00000169855.20,protein_coding,79019477,-,chr3
11283,ROBO2,ENSG00000185008,ENSG00000185008.17,protein_coding,77040163,+,chr3
11284,ROBO3,ENSG00000154134,ENSG00000154134.15,protein_coding,124876877,+,chr11
11285,ROBO4,ENSG00000154133,ENSG00000154133.15,protein_coding,124897878,-,chr11
11286,ROCK1,ENSG00000067900,ENSG00000067900.8,protein_coding,21111823,-,chr18
11287,ROCK2,ENSG00000134318,ENSG00000134318.14,protein_coding,11344686,-,chr2
11288,ROGDI,ENSG00000067836,ENSG00000067836.13,protein_coding,4802678,-,chr16
11289,ROM1,ENSG00000149489,ENSG00000149489.9,protein_coding,62611838,+,chr11
11290,ROMO1,ENSG00000125995,ENSG00000125995.16,protein_coding,35699434,+,chr20
11291,ROPN1,ENSG00000065371,ENSG00000065371.17,protein_coding,123992087,-,chr3
11292,ROPN1B,ENSG00000114547,ENSG00000114547.10,protein_coding,125975593,+,chr3
11293,ROPN1L,ENSG00000145491,ENSG00000145491.12,protein_coding,10441944,+,chr5
11294,ROR1,ENSG00000185483,ENSG00000185483.12,protein_coding,63774053,+,chr1
11295,ROR2,ENSG00000169071,ENSG00000169071.15,protein_coding,91950190,-,chr9
11296,RORA,ENSG00000069667,ENSG00000069667.16,protein_coding,60592544,-,chr15
11297,RORB,ENSG00000198963,ENSG00000198963.11,protein_coding,74497346,+,chr9
11298,RORC,ENSG00000143365,ENSG00000143365.19,protein_coding,151831834,-,chr1
11299,ROS1,ENSG00000047936,ENSG00000047936.11,protein_coding,117425885,-,chr6
11300,RP1,ENSG00000104237,ENSG00000104237.11,protein_coding,54616114,+,chr8
11301,RP1L1,ENSG00000183638,ENSG00000183638.6,protein_coding,10655073,-,chr8
11302,RP2,ENSG00000102218,ENSG00000102218.6,protein_coding,46837050,+,chrX
11303,RP9,ENSG00000164610,ENSG00000164610.10,protein_coding,33109438,-,chr7
11304,RPA1,ENSG00000132383,ENSG00000132383.12,protein_coding,1830027,+,chr17
11305,RPA2,ENSG00000117748,ENSG00000117748.10,protein_coding,27914605,-,chr1
11306,RPA3,ENSG00000106399,ENSG00000106399.11,protein_coding,7640476,-,chr7
11307,RPA4,ENSG00000204086,ENSG00000204086.4,protein_coding,96884206,+,chrX
11308,RPAIN,ENSG00000129197,ENSG00000129197.15,protein_coding,5420207,+,chr17
11309,RPAP1,ENSG00000103932,ENSG00000103932.12,protein_coding,41544277,-,chr15
11310,RPAP2,ENSG00000122484,ENSG00000122484.9,protein_coding,92299071,+,chr1
11311,RPAP3,ENSG00000005175,ENSG00000005175.10,protein_coding,47706042,-,chr12
11312,RPE,ENSG00000197713,ENSG00000197713.15,protein_coding,210002646,+,chr2
11313,RPE65,ENSG00000116745,ENSG00000116745.7,protein_coding,68449962,-,chr1
11314,RPF1,ENSG00000117133,ENSG00000117133.11,protein_coding,84479283,+,chr1
11315,RPF2,ENSG00000197498,ENSG00000197498.13,protein_coding,110982098,+,chr6
11316,RPGR,ENSG00000156313,ENSG00000156313.15,protein_coding,38327521,-,chrX
11317,RPGRIP1,ENSG00000092200,ENSG00000092200.13,protein_coding,21320142,+,chr14
11318,RPGRIP1L,ENSG00000103494,ENSG00000103494.16,protein_coding,53703878,-,chr16
11319,RPH3A,ENSG00000089169,ENSG00000089169.15,protein_coding,112791764,+,chr12
11320,RPH3AL,ENSG00000181031,ENSG00000181031.16,protein_coding,352834,-,chr17
11321,RPIA,ENSG00000153574,ENSG00000153574.9,protein_coding,88691698,+,chr2
11322,RPN1,ENSG00000163902,ENSG00000163902.12,protein_coding,128650835,-,chr3
11323,RPN2,ENSG00000118705,ENSG00000118705.17,protein_coding,37179353,+,chr20
11324,RPP14,ENSG00000163684,ENSG00000163684.12,protein_coding,58306311,+,chr3
11325,RPP21,ENSG00000241370,ENSG00000241370.6,protein_coding,30345173,+,chr6
11326,RPP25,ENSG00000178718,ENSG00000178718.7,protein_coding,74956780,-,chr15
11327,RPP30,ENSG00000148688,ENSG00000148688.14,protein_coding,90871989,+,chr10
11328,RPP38,ENSG00000152464,ENSG00000152464.15,protein_coding,15097392,+,chr10
11329,RPP40,ENSG00000124787,ENSG00000124787.14,protein_coding,5004054,-,chr6
11330,RPRD1A,ENSG00000141425,ENSG00000141425.18,protein_coding,36067584,-,chr18
11331,RPRD1B,ENSG00000101413,ENSG00000101413.12,protein_coding,38033775,+,chr20
11332,RPRD2,ENSG00000163125,ENSG00000163125.16,protein_coding,150364718,+,chr1
11333,RPRM,ENSG00000177519,ENSG00000177519.4,protein_coding,153478772,-,chr2
11334,RPRML,ENSG00000179673,ENSG00000179673.5,protein_coding,46979259,-,chr17
11335,RPTN,ENSG00000215853,ENSG00000215853.3,protein_coding,152159230,-,chr1
11336,RPTOR,ENSG00000141564,ENSG00000141564.15,protein_coding,80544885,+,chr17
11337,RPUSD1,ENSG00000007376,ENSG00000007376.8,protein_coding,788397,-,chr16
11338,RPUSD2,ENSG00000166133,ENSG00000166133.18,protein_coding,40569353,+,chr15
11339,RPUSD3,ENSG00000156990,ENSG00000156990.14,protein_coding,9844024,-,chr3
11340,RPUSD4,ENSG00000165526,ENSG00000165526.9,protein_coding,126211673,-,chr11
11341,RRAD,ENSG00000166592,ENSG00000166592.12,protein_coding,66925541,-,chr16
11342,RRAGA,ENSG00000155876,ENSG00000155876.6,protein_coding,19049462,+,chr9
11343,RRAGB,ENSG00000083750,ENSG00000083750.13,protein_coding,55717789,+,chrX
11344,RRAGC,ENSG00000116954,ENSG00000116954.8,protein_coding,38859753,-,chr1
11345,RRAGD,ENSG00000025039,ENSG00000025039.15,protein_coding,89412306,-,chr6
11346,RRAS,ENSG00000126458,ENSG00000126458.4,protein_coding,49640152,-,chr19
11347,RRAS2,ENSG00000133818,ENSG00000133818.14,protein_coding,14359193,-,chr11
11348,RRBP1,ENSG00000125844,ENSG00000125844.16,protein_coding,17682268,-,chr20
11349,RREB1,ENSG00000124782,ENSG00000124782.20,protein_coding,7107760,+,chr6
11350,RRH,ENSG00000180245,ENSG00000180245.7,protein_coding,109827981,+,chr4
11351,RRM1,ENSG00000167325,ENSG00000167325.15,protein_coding,4094875,+,chr11
11352,RRM2,ENSG00000171848,ENSG00000171848.16,protein_coding,10122746,+,chr2
11353,RRM2B,ENSG00000048392,ENSG00000048392.12,protein_coding,102238980,-,chr8
11354,RRN3,ENSG00000085721,ENSG00000085721.13,protein_coding,15094191,-,chr16
11355,RRNAD1,ENSG00000143303,ENSG00000143303.12,protein_coding,156728501,+,chr1
11356,RRP1,ENSG00000160214,ENSG00000160214.13,protein_coding,43789587,+,chr21
11357,RRP12,ENSG00000052749,ENSG00000052749.14,protein_coding,97401351,-,chr10
11358,RRP15,ENSG00000067533,ENSG00000067533.6,protein_coding,218285318,+,chr1
11359,RRP1B,ENSG00000160208,ENSG00000160208.13,protein_coding,43659571,+,chr21
11360,RRP36,ENSG00000124541,ENSG00000124541.7,protein_coding,43021649,+,chr6
11361,RRP7A,ENSG00000189306,ENSG00000189306.11,protein_coding,42519809,-,chr22
11362,RRP8,ENSG00000132275,ENSG00000132275.11,protein_coding,6603647,-,chr11
11363,RRP9,ENSG00000114767,ENSG00000114767.7,protein_coding,51941920,-,chr3
11364,RRS1,ENSG00000179041,ENSG00000179041.4,protein_coding,66429117,+,chr8
11365,RS1,ENSG00000102104,ENSG00000102104.9,protein_coding,18672110,-,chrX
11366,RSAD1,ENSG00000136444,ENSG00000136444.10,protein_coding,50478868,+,chr17
11367,RSAD2,ENSG00000134321,ENSG00000134321.13,protein_coding,6877783,+,chr2
11368,RSBN1,ENSG00000081019,ENSG00000081019.13,protein_coding,113812300,-,chr1
11369,RSBN1L,ENSG00000187257,ENSG00000187257.16,protein_coding,77696472,+,chr7
11370,RSC1A1,ENSG00000215695,ENSG00000215695.1,protein_coding,15660259,+,chr1
11371,RSF1,ENSG00000048649,ENSG00000048649.14,protein_coding,77820746,-,chr11
11372,RSL1D1,ENSG00000171490,ENSG00000171490.13,protein_coding,11851561,-,chr16
11373,RSL24D1,ENSG00000137876,ENSG00000137876.11,protein_coding,55196952,-,chr15
11374,RSPH1,ENSG00000160188,ENSG00000160188.10,protein_coding,42496253,-,chr21
11375,RSPH3,ENSG00000130363,ENSG00000130363.13,protein_coding,159000222,-,chr6
11376,RSPH4A,ENSG00000111834,ENSG00000111834.13,protein_coding,116616528,+,chr6
11377,RSPH6A,ENSG00000104941,ENSG00000104941.8,protein_coding,45815294,-,chr19
11378,RSPH9,ENSG00000172426,ENSG00000172426.16,protein_coding,43645096,+,chr6
11379,RSPO1,ENSG00000169218,ENSG00000169218.14,protein_coding,37634910,-,chr1
11380,RSPO2,ENSG00000147655,ENSG00000147655.12,protein_coding,108083626,-,chr8
11381,RSPO3,ENSG00000146374,ENSG00000146374.14,protein_coding,127118684,+,chr6
11382,RSPO4,ENSG00000101282,ENSG00000101282.9,protein_coding,1002338,-,chr20
11383,RSPRY1,ENSG00000159579,ENSG00000159579.14,protein_coding,57186341,+,chr16
11384,RSRC1,ENSG00000174891,ENSG00000174891.14,protein_coding,158110127,+,chr3
11385,RSRC2,ENSG00000111011,ENSG00000111011.18,protein_coding,122526980,-,chr12
11386,RSU1,ENSG00000148484,ENSG00000148484.18,protein_coding,16817437,-,chr10
11387,RTBDN,ENSG00000132026,ENSG00000132026.15,protein_coding,12830684,-,chr19
11388,RTEL1,ENSG00000258366,ENSG00000258366.10,protein_coding,63658354,+,chr20
11389,RTF1,ENSG00000137815,ENSG00000137815.14,protein_coding,41417150,+,chr15
11390,RTKN,ENSG00000114993,ENSG00000114993.17,protein_coding,74441950,-,chr2
11391,RTKN2,ENSG00000182010,ENSG00000182010.11,protein_coding,62268674,-,chr10
11392,RTN1,ENSG00000139970,ENSG00000139970.17,protein_coding,59630685,-,chr14
11393,RTN2,ENSG00000125744,ENSG00000125744.12,protein_coding,45493265,-,chr19
11394,RTN3,ENSG00000133318,ENSG00000133318.14,protein_coding,63681510,+,chr11
11395,RTN4,ENSG00000115310,ENSG00000115310.18,protein_coding,55050460,-,chr2
11396,RTN4IP1,ENSG00000130347,ENSG00000130347.13,protein_coding,106629503,-,chr6
11397,RTN4R,ENSG00000040608,ENSG00000040608.14,protein_coding,20268320,-,chr22
11398,RTN4RL1,ENSG00000185924,ENSG00000185924.7,protein_coding,2025347,-,chr17
11399,RTN4RL2,ENSG00000186907,ENSG00000186907.8,protein_coding,57460547,+,chr11
11400,RTP1,ENSG00000175077,ENSG00000175077.6,protein_coding,187197515,+,chr3
11401,RTP3,ENSG00000163825,ENSG00000163825.5,protein_coding,46497993,+,chr3
11402,RTP4,ENSG00000136514,ENSG00000136514.3,protein_coding,187368423,+,chr3
11403,RTTN,ENSG00000176225,ENSG00000176225.15,protein_coding,70205704,-,chr18
11404,RUFY1,ENSG00000176783,ENSG00000176783.15,protein_coding,179550567,+,chr5
11405,RUFY2,ENSG00000204130,ENSG00000204130.14,protein_coding,68407305,-,chr10
11406,RUFY3,ENSG00000018189,ENSG00000018189.13,protein_coding,70722035,+,chr4
11407,RUFY4,ENSG00000188282,ENSG00000188282.12,protein_coding,218069257,+,chr2
11408,RUNDC1,ENSG00000198863,ENSG00000198863.7,protein_coding,42980583,+,chr17
11409,RUNDC3A,ENSG00000108309,ENSG00000108309.14,protein_coding,44308628,+,chr17
11410,RUNDC3B,ENSG00000105784,ENSG00000105784.15,protein_coding,87628443,+,chr7
11411,RUNX1,ENSG00000159216,ENSG00000159216.19,protein_coding,34888714,-,chr21
11412,RUNX1T1,ENSG00000079102,ENSG00000079102.16,protein_coding,92062617,-,chr8
11413,RUNX2,ENSG00000124813,ENSG00000124813.23,protein_coding,45328345,+,chr6
11414,RUNX3,ENSG00000020633,ENSG00000020633.19,protein_coding,24930283,-,chr1
11415,RUSC1,ENSG00000160753,ENSG00000160753.16,protein_coding,155324541,+,chr1
11416,RUSC2,ENSG00000198853,ENSG00000198853.12,protein_coding,35538950,+,chr9
11417,RUVBL1,ENSG00000175792,ENSG00000175792.12,protein_coding,128123837,-,chr3
11418,RUVBL2,ENSG00000183207,ENSG00000183207.14,protein_coding,48993907,+,chr19
11419,RWDD1,ENSG00000111832,ENSG00000111832.13,protein_coding,116571555,+,chr6
11420,RWDD2A,ENSG00000013392,ENSG00000013392.8,protein_coding,83193394,+,chr6
11421,RWDD2B,ENSG00000156253,ENSG00000156253.7,protein_coding,29019355,-,chr21
11422,RWDD3,ENSG00000122481,ENSG00000122481.17,protein_coding,95234232,+,chr1
11423,RWDD4,ENSG00000182552,ENSG00000182552.15,protein_coding,183659198,-,chr4
11424,RXFP1,ENSG00000171509,ENSG00000171509.16,protein_coding,158521904,+,chr4
11425,RXFP2,ENSG00000133105,ENSG00000133105.8,protein_coding,31739610,+,chr13
11426,RXFP3,ENSG00000182631,ENSG00000182631.7,protein_coding,33936156,+,chr5
11427,RXFP4,ENSG00000173080,ENSG00000173080.6,protein_coding,155941615,+,chr1
11428,RXRA,ENSG00000186350,ENSG00000186350.12,protein_coding,134326494,+,chr9
11429,RXRB,ENSG00000204231,ENSG00000204231.11,protein_coding,33200680,-,chr6
11430,RXRG,ENSG00000143171,ENSG00000143171.13,protein_coding,165445132,-,chr1
11431,RYBP,ENSG00000163602,ENSG00000163602.11,protein_coding,72447159,-,chr3
11432,RYK,ENSG00000163785,ENSG00000163785.13,protein_coding,134250893,-,chr3
11433,RYR1,ENSG00000196218,ENSG00000196218.13,protein_coding,38433706,+,chr19
11434,RYR2,ENSG00000198626,ENSG00000198626.17,protein_coding,237042193,+,chr1
11435,RYR3,ENSG00000198838,ENSG00000198838.14,protein_coding,33310986,+,chr15
11436,S100A1,ENSG00000160678,ENSG00000160678.12,protein_coding,153628450,+,chr1
11437,S100A10,ENSG00000197747,ENSG00000197747.9,protein_coding,151993872,-,chr1
11438,S100A11,ENSG00000163191,ENSG00000163191.6,protein_coding,152037022,-,chr1
11439,S100A12,ENSG00000163221,ENSG00000163221.9,protein_coding,153375627,-,chr1
11440,S100A13,ENSG00000189171,ENSG00000189171.15,protein_coding,153627512,-,chr1
11441,S100A14,ENSG00000189334,ENSG00000189334.9,protein_coding,153616332,-,chr1
11442,S100A16,ENSG00000188643,ENSG00000188643.11,protein_coding,153613056,-,chr1
11443,S100A2,ENSG00000196754,ENSG00000196754.13,protein_coding,153565554,-,chr1
11444,S100A3,ENSG00000188015,ENSG00000188015.10,protein_coding,153549273,-,chr1
11445,S100A4,ENSG00000196154,ENSG00000196154.12,protein_coding,153545814,-,chr1
11446,S100A5,ENSG00000196420,ENSG00000196420.7,protein_coding,153540939,-,chr1
11447,S100A6,ENSG00000197956,ENSG00000197956.10,protein_coding,153536000,-,chr1
11448,S100A7,ENSG00000143556,ENSG00000143556.9,protein_coding,153460653,-,chr1
11449,S100A7A,ENSG00000184330,ENSG00000184330.12,protein_coding,153416524,+,chr1
11450,S100A8,ENSG00000143546,ENSG00000143546.10,protein_coding,153391081,-,chr1
11451,S100A9,ENSG00000163220,ENSG00000163220.11,protein_coding,153357860,+,chr1
11452,S100B,ENSG00000160307,ENSG00000160307.10,protein_coding,46605090,-,chr21
11453,S100G,ENSG00000169906,ENSG00000169906.5,protein_coding,16650159,+,chrX
11454,S100P,ENSG00000163993,ENSG00000163993.7,protein_coding,6693893,+,chr4
11455,S100PBP,ENSG00000116497,ENSG00000116497.18,protein_coding,32817597,+,chr1
11456,S100Z,ENSG00000171643,ENSG00000171643.14,protein_coding,76850055,+,chr5
11457,S1PR1,ENSG00000170989,ENSG00000170989.10,protein_coding,101236925,+,chr1
11458,S1PR3,ENSG00000213694,ENSG00000213694.6,protein_coding,88991483,+,chr9
11459,S1PR4,ENSG00000125910,ENSG00000125910.6,protein_coding,3178781,+,chr19
11460,S1PR5,ENSG00000180739,ENSG00000180739.14,protein_coding,10517454,-,chr19
11461,SAA1,ENSG00000173432,ENSG00000173432.12,protein_coding,18266244,+,chr11
11462,SAA4,ENSG00000148965,ENSG00000148965.10,protein_coding,18236813,-,chr11
11463,SAAL1,ENSG00000166788,ENSG00000166788.10,protein_coding,18106089,-,chr11
11464,SAC3D1,ENSG00000168061,ENSG00000168061.17,protein_coding,65041253,+,chr11
11465,SACM1L,ENSG00000211456,ENSG00000211456.13,protein_coding,45689407,+,chr3
11466,SACS,ENSG00000151835,ENSG00000151835.17,protein_coding,23375530,-,chr13
11467,SAE1,ENSG00000142230,ENSG00000142230.13,protein_coding,47130900,+,chr19
11468,SAFB,ENSG00000160633,ENSG00000160633.13,protein_coding,5623147,+,chr19
11469,SAFB2,ENSG00000130254,ENSG00000130254.12,protein_coding,5622802,-,chr19
11470,SAG,ENSG00000130561,ENSG00000130561.17,protein_coding,233307896,+,chr2
11471,SAGE1,ENSG00000181433,ENSG00000181433.10,protein_coding,135893726,+,chrX
11472,SALL1,ENSG00000103449,ENSG00000103449.12,protein_coding,51151286,-,chr16
11473,SALL2,ENSG00000165821,ENSG00000165821.12,protein_coding,21526308,-,chr14
11474,SALL3,ENSG00000256463,ENSG00000256463.9,protein_coding,78979822,+,chr18
11475,SALL4,ENSG00000101115,ENSG00000101115.13,protein_coding,51802490,-,chr20
11476,SAMD1,ENSG00000141858,ENSG00000141858.12,protein_coding,14090776,-,chr19
11477,SAMD10,ENSG00000130590,ENSG00000130590.14,protein_coding,63979561,-,chr20
11478,SAMD11,ENSG00000187634,ENSG00000187634.13,protein_coding,942123,+,chr1
11479,SAMD12,ENSG00000177570,ENSG00000177570.15,protein_coding,118621984,-,chr8
11480,SAMD13,ENSG00000203943,ENSG00000203943.9,protein_coding,84298511,+,chr1
11481,SAMD14,ENSG00000167100,ENSG00000167100.15,protein_coding,50130177,-,chr17
11482,SAMD15,ENSG00000100583,ENSG00000100583.4,protein_coding,77377419,+,chr14
11483,SAMD3,ENSG00000164483,ENSG00000164483.17,protein_coding,130222960,-,chr6
11484,SAMD4A,ENSG00000020577,ENSG00000020577.14,protein_coding,54567191,+,chr14
11485,SAMD4B,ENSG00000179134,ENSG00000179134.15,protein_coding,39342467,+,chr19
11486,SAMD5,ENSG00000203727,ENSG00000203727.4,protein_coding,147508713,+,chr6
11487,SAMD7,ENSG00000187033,ENSG00000187033.9,protein_coding,169911584,+,chr3
11488,SAMD8,ENSG00000156671,ENSG00000156671.15,protein_coding,75111668,+,chr10
11489,SAMD9,ENSG00000205413,ENSG00000205413.8,protein_coding,93118019,-,chr7
11490,SAMD9L,ENSG00000177409,ENSG00000177409.12,protein_coding,93148410,-,chr7
11491,SAMHD1,ENSG00000101347,ENSG00000101347.11,protein_coding,36951691,-,chr20
11492,SAMM50,ENSG00000100347,ENSG00000100347.15,protein_coding,43955538,+,chr22
11493,SAMSN1,ENSG00000155307,ENSG00000155307.19,protein_coding,14546350,-,chr21
11494,SAP130,ENSG00000136715,ENSG00000136715.19,protein_coding,128028066,-,chr2
11495,SAP18,ENSG00000150459,ENSG00000150459.12,protein_coding,21140552,+,chr13
11496,SAP25,ENSG00000205307,ENSG00000205307.12,protein_coding,100573689,-,chr7
11497,SAP30,ENSG00000164105,ENSG00000164105.4,protein_coding,173370979,+,chr4
11498,SAP30BP,ENSG00000161526,ENSG00000161526.15,protein_coding,75667376,+,chr17
11499,SAP30L,ENSG00000164576,ENSG00000164576.12,protein_coding,154446031,+,chr5
11500,SAPCD1,ENSG00000228727,ENSG00000228727.9,protein_coding,31763054,+,chr6
11501,SAR1A,ENSG00000079332,ENSG00000079332.15,protein_coding,70170524,-,chr10
11502,SAR1B,ENSG00000152700,ENSG00000152700.14,protein_coding,134632836,-,chr5
11503,SARDH,ENSG00000123453,ENSG00000123453.18,protein_coding,133738354,-,chr9
11504,SARM1,ENSG00000004139,ENSG00000004139.14,protein_coding,28357673,+,chr17
11505,SARNP,ENSG00000205323,ENSG00000205323.9,protein_coding,55817731,-,chr12
11506,SART1,ENSG00000175467,ENSG00000175467.15,protein_coding,65961748,+,chr11
11507,SART3,ENSG00000075856,ENSG00000075856.12,protein_coding,108561181,-,chr12
11508,SASH1,ENSG00000111961,ENSG00000111961.18,protein_coding,148342872,+,chr6
11509,SASH3,ENSG00000122122,ENSG00000122122.10,protein_coding,129779981,+,chrX
11510,SASS6,ENSG00000156876,ENSG00000156876.10,protein_coding,100132976,-,chr1
11511,SAT1,ENSG00000130066,ENSG00000130066.17,protein_coding,23783180,+,chrX
11512,SAT2,ENSG00000141504,ENSG00000141504.12,protein_coding,7627880,-,chr17
11513,SATB1,ENSG00000182568,ENSG00000182568.17,protein_coding,18425347,-,chr3
11514,SATB2,ENSG00000119042,ENSG00000119042.17,protein_coding,199458732,-,chr2
11515,SATL1,ENSG00000184788,ENSG00000184788.14,protein_coding,85109339,-,chrX
11516,SAV1,ENSG00000151748,ENSG00000151748.15,protein_coding,50668314,-,chr14
11517,SAYSD1,ENSG00000112167,ENSG00000112167.10,protein_coding,39115199,-,chr6
11518,SBDS,ENSG00000126524,ENSG00000126524.10,protein_coding,66995618,-,chr7
11519,SBF1,ENSG00000100241,ENSG00000100241.21,protein_coding,50475057,-,chr22
11520,SBF2,ENSG00000133812,ENSG00000133812.17,protein_coding,10294226,-,chr11
11521,SBK1,ENSG00000188322,ENSG00000188322.8,protein_coding,28292543,+,chr16
11522,SBK2,ENSG00000187550,ENSG00000187550.9,protein_coding,55537115,-,chr19
11523,SBNO1,ENSG00000139697,ENSG00000139697.14,protein_coding,123364855,-,chr12
11524,SBNO2,ENSG00000064932,ENSG00000064932.16,protein_coding,1174288,-,chr19
11525,SBSN,ENSG00000189001,ENSG00000189001.11,protein_coding,35528318,-,chr19
11526,SCAF1,ENSG00000126461,ENSG00000126461.15,protein_coding,49642240,+,chr19
11527,SCAF11,ENSG00000139218,ENSG00000139218.18,protein_coding,45990583,-,chr12
11528,SCAF4,ENSG00000156304,ENSG00000156304.15,protein_coding,31732128,-,chr21
11529,SCAF8,ENSG00000213079,ENSG00000213079.10,protein_coding,154733427,+,chr6
11530,SCAI,ENSG00000173611,ENSG00000173611.18,protein_coding,125143536,-,chr9
